PF00698	59,176,209
PF04244	217,117,84
PF14079	148,69,185
PF04041	103,69,200
PF05345	219,101,229
PF05270	196,151,68
PF14907	191,137,74
PF16499	186,142,93
PF13569	192,105,90
PF09206	226,62,95
PF00141	202,91,121
PF07398	69,145,202
PF01475	167,195,50
PF03352	83,189,103
PF00498	57,178,90
PF10745	188,65,191
PF11228	227,63,183
PF04468	202,76,135
PF12532	65,198,57
PF03881	86,95,185
PF00163	219,191,78
PF15585	82,184,128
PF09604	135,89,205
PF03814	220,180,109
PF05681	58,157,204
PF05683	106,192,217
PF02734	107,200,62
PF11397	88,190,207
PF12666	210,83,189
PF13814	190,66,82
PF12846	78,227,218
PF00145	154,197,70
PF01935	212,130,95
PF02026	108,186,62
PF13271	184,83,180
PF00482	124,208,56
PF07811	180,161,68
PF01008	195,91,90
PF16990	186,83,76
PF14175	149,180,84
PF05866	85,152,190
PF03773	103,196,76
PF16554	191,225,56
PF09043	179,61,159
PF06863	110,85,204
PF07885	72,141,189
PF00574	196,111,59
PF03772	168,54,200
PF13167	57,194,165
PF16360	91,201,201
PF06144	196,60,53
PF12836	58,214,96
PF00317	210,206,91
PF02622	170,74,192
PF02694	200,87,216
PF03211	160,82,212
PF02148	58,178,143
PF04962	88,187,158
PF01969	171,97,208
PF04430	182,124,55
PF00731	73,174,200
PF14124	85,214,224
PF00365	134,188,70
PF03793	84,217,212
PF04185	53,190,198
PF13492	204,118,80
PF14581	63,169,222
PF09851	97,185,199
PF16656	179,54,170
PF13398	182,98,63
PF13180	128,192,48
PF01937	214,160,106
PF06742	58,99,204
PF16262	144,187,83
PF07081	60,112,200
PF00165	104,226,131
PF09587	179,65,131
PF01595	76,67,187
PF02012	69,193,58
PF13777	70,56,210
PF05532	184,224,79
PF03824	179,63,179
PF12973	121,57,179
PF13397	86,181,135
PF04186	225,150,75
PF02469	216,185,71
PF11353	84,169,204
PF10708	62,198,90
PF09203	81,181,149
PF07152	59,215,86
PF00849	226,76,228
PF00238	199,87,200
PF05649	84,154,180
PF01431	204,149,86
PF00831	70,190,177
PF07650	202,138,61
PF00252	83,181,60
PF00861	220,108,173
PF00189	77,159,219
PF00366	192,85,189
PF04536	84,126,184
PF14539	192,50,128
PF00410	115,86,204
PF17136	203,153,100
PF00347	227,72,90
PF00281	57,229,170
PF00673	105,205,77
PF09957	85,188,87
PF01083	116,200,71
PF12250	99,215,68
PF04602	95,198,74
PF12249	141,193,90
PF14896	89,181,112
PF06993	180,105,74
PF01434	108,182,48
PF00719	225,122,111
PF01171	97,189,207
PF10041	94,96,196
PF06889	199,170,93
PF10825	79,184,112
PF11377	87,199,138
PF02152	113,204,65
PF09179	92,75,220
PF01288	203,129,62
PF14029	139,196,68
PF10103	162,226,85
PF02092	101,213,145
PF01680	92,196,180
PF09656	46,93,182
PF01121	197,177,81
PF12344	201,213,95
PF00186	150,188,63
PF11255	222,194,58
PF11954	76,191,221
PF03458	200,142,67
PF03611	119,80,183
PF13202	212,67,161
PF02302	106,212,56
PF00359	115,83,186
PF01436	186,63,63
PF03575	84,201,194
PF02065	74,185,172
PF07224	183,88,140
PF06439	136,84,203
PF02502	93,178,74
PF13085	214,154,54
PF10823	221,213,107
PF13828	184,90,99
PF02182	109,221,161
PF11350	66,169,188
PF01098	57,114,205
PF03235	101,154,211
PF08239	109,88,194
PF01938	57,121,198
PF11361	87,74,180
PF13510	73,181,142
PF07971	182,103,50
PF02056	179,76,90
PF15632	105,179,82
PF11975	57,182,124
PF01939	188,51,193
PF00772	199,202,74
PF03771	78,121,222
PF14342	155,209,76
PF06283	186,137,92
PF06737	206,100,217
PF11160	94,131,203
PF01186	147,50,191
PF03461	60,201,111
PF01641	192,99,202
PF03969	61,181,219
PF01148	98,187,226
PF10138	67,198,196
PF03448	177,92,225
PF01084	195,114,97
PF05227	193,87,191
PF06762	83,130,202
PF01127	209,69,110
PF09349	228,99,73
PF07591	89,200,163
PF10027	97,93,228
PF00692	119,187,76
PF08000	147,59,213
PF06081	199,50,137
PF04893	122,88,178
PF01418	214,118,93
PF03932	164,87,203
PF13223	190,224,61
PF06925	190,187,76
PF05524	199,76,82
PF00381	207,89,139
PF00436	64,225,98
PF05258	179,169,66
PF08378	81,85,195
PF14279	81,194,210
PF13392	185,59,127
PF03008	148,221,85
PF01941	161,214,63
PF01996	204,75,167
PF07362	54,114,192
PF02436	181,121,72
PF11070	90,178,49
PF16113	141,65,215
PF07705	223,104,96
PF05713	179,69,227
PF07693	74,192,200
PF13830	218,55,95
PF13743	183,108,70
PF00463	209,76,110
PF09856	220,220,109
PF05025	65,191,95
PF13699	62,183,173
PF02031	204,144,80
PF16571	216,87,207
PF02278	71,169,202
PF02146	83,217,165
PF08124	166,211,102
PF02884	99,228,81
PF14684	97,105,199
PF14339	85,184,107
PF14224	204,118,62
PF06724	92,170,200
PF05506	178,124,88
PF09684	216,86,54
PF06841	76,212,108
PF04965	131,60,182
PF05488	184,150,70
PF04865	156,184,58
PF13369	145,180,83
PF13371	128,97,219
PF14085	53,61,194
PF01957	90,229,87
PF02609	127,67,194
PF03320	184,223,84
PF10415	150,80,199
PF02601	182,69,65
PF14030	67,201,219
PF13742	221,86,78
PF02127	53,210,170
PF09922	190,73,196
PF14361	198,167,89
PF06348	97,197,90
PF02358	83,128,204
PF06187	71,228,120
PF03960	197,52,109
PF06483	89,186,86
PF08029	195,51,173
PF01503	228,187,59
PF01634	212,55,174
PF12647	140,86,190
PF14108	99,150,200
PF13688	210,100,154
PF03952	188,63,147
PF07497	72,224,90
PF09350	178,56,185
PF09837	64,152,184
PF11258	138,223,90
PF06897	216,103,221
PF03894	124,202,90
PF09363	77,80,213
PF04960	96,137,229
PF09364	67,129,191
PF04231	200,69,122
PF12688	93,115,191
PF01406	131,218,83
PF01292	210,172,100
PF11290	227,98,147
PF00720	206,130,72
PF13495	183,46,141
PF01885	183,64,169
PF15698	62,193,58
PF10901	168,200,78
PF01869	204,121,66
PF17390	205,58,114
PF17389	212,61,77
PF03641	87,108,220
PF16657	112,65,207
PF02190	177,104,226
PF00815	163,51,193
PF06764	174,98,199
PF07161	180,73,67
PF12769	146,181,75
PF02233	157,54,188
PF15420	100,205,103
PF10081	180,202,92
PF07717	144,74,228
PF16483	74,164,188
PF13857	215,72,122
PF01863	89,185,141
PF12079	76,200,67
PF12245	81,179,146
PF07987	115,76,218
PF07290	97,225,140
PF15975	211,172,58
PF06032	205,143,65
PF05552	126,211,80
PF03966	223,142,75
PF02011	220,83,223
PF14014	119,88,194
PF16918	109,68,188
PF00801	197,85,172
PF14018	122,63,206
PF06134	173,83,206
PF03442	137,181,76
PF08278	81,126,212
PF10410	68,208,101
PF02565	108,200,225
PF08275	118,218,88
PF01807	76,201,77
PF11967	188,95,193
PF13286	228,104,121
PF14789	100,210,174
PF07784	220,163,95
PF02626	209,84,216
PF12471	198,87,212
PF07286	190,202,56
PF07958	132,205,72
PF02682	122,89,192
PF05908	198,222,77
PF00329	202,97,148
PF00507	111,226,192
PF01472	203,171,67
PF01016	108,228,174
PF01018	159,183,68
PF09269	50,182,62
PF05985	196,211,59
PF06751	92,207,133
PF07311	224,83,212
PF04422	88,220,84
PF04432	105,59,185
PF03779	180,46,115
PF13196	202,198,70
PF13593	154,198,90
PF13102	127,79,193
PF16289	223,198,102
PF08486	76,188,148
PF02535	217,215,73
PF01890	215,171,76
PF02576	108,100,206
PF17384	216,131,73
PF13184	70,213,202
PF08529	185,191,82
PF13312	72,196,215
PF14530	93,69,206
PF02897	221,215,110
PF14257	192,59,127
PF14145	102,190,225
PF02720	190,119,92
PF02581	198,51,163
PF11977	176,207,87
PF09414	58,204,172
PF09709	67,221,160
PF04204	53,209,183
PF03819	199,54,154
PF13406	215,60,195
PF09190	70,57,193
PF14390	93,141,203
PF03852	86,77,209
PF11838	131,95,202
PF01921	59,200,51
PF03437	168,205,89
PF02669	219,108,136
PF07103	209,202,71
PF08343	143,198,73
PF07972	59,189,166
PF02537	225,160,95
PF03724	206,164,95
PF08212	196,221,96
PF06969	84,206,223
PF01458	57,65,214
PF10517	81,130,208
PF00821	123,95,194
PF17297	78,187,75
PF02562	58,123,187
PF13638	127,208,93
PF02504	84,77,187
PF02660	204,58,153
PF08856	211,168,101
PF11720	86,218,172
PF04686	184,55,195
PF03713	184,86,182
PF08309	225,128,66
PF05995	194,90,54
PF12005	107,54,186
PF10432	124,79,210
PF01910	201,146,71
PF14561	70,228,211
PF08885	105,219,186
PF16170	114,209,91
PF05016	110,226,73
PF04235	90,202,54
PF03561	108,104,211
PF04151	214,100,162
PF03459	212,80,65
PF16870	176,82,224
PF16078	102,223,145
PF02958	183,78,99
PF01704	202,66,68
PF17080	183,169,72
PF03006	158,201,78
PF07670	124,94,191
PF02091	94,226,181
PF04029	100,192,62
PF07335	75,191,129
PF03976	57,123,215
PF10031	203,147,56
PF13303	100,202,191
PF05979	192,75,155
PF10078	169,76,202
PF01384	50,202,53
PF03186	184,228,63
PF10099	84,179,192
PF12327	147,202,55
PF07080	127,189,61
PF07475	92,54,205
PF08543	91,84,223
PF13328	215,104,79
PF13291	190,120,83
PF11999	192,82,124
PF16640	65,209,84
PF05401	179,99,49
PF13618	202,150,94
PF10720	66,168,216
PF01934	66,222,169
PF02410	221,171,70
PF16874	58,207,53
PF16481	193,64,97
PF14169	151,218,73
PF08439	115,69,196
PF10026	97,115,200
PF14171	114,99,210
PF08179	153,55,211
PF14437	52,209,190
PF00327	207,62,181
PF00333	182,82,215
PF03719	206,57,132
PF07947	212,80,62
PF11303	189,114,77
PF03625	219,61,229
PF06738	114,94,211
PF12821	222,93,214
PF14317	126,95,197
PF16193	186,178,53
PF12002	224,154,71
PF00710	216,150,106
PF01816	194,66,105
PF00584	213,62,204
PF14435	62,89,208
PF03610	179,218,74
PF01607	186,125,81
PF11241	81,194,126
PF04012	146,222,109
PF00127	203,169,70
PF05544	74,210,132
PF14155	211,114,81
PF09661	56,183,167
PF13558	84,179,84
PF02534	48,182,65
PF11723	109,223,112
PF09123	215,110,85
PF08867	207,88,63
PF02355	183,133,79
PF07549	195,145,79
PF12450	210,57,80
PF02610	50,179,119
PF12034	140,205,69
PF11762	61,190,148
PF12686	215,73,159
PF14791	79,147,211
PF09391	96,107,213
PF13468	101,113,206
PF10056	200,188,67
PF08889	206,88,142
PF09130	215,145,94
PF17291	102,208,137
PF13402	169,64,192
PF07602	99,224,185
PF16875	70,67,203
PF01081	69,181,160
PF08787	179,55,69
PF02569	53,172,184
PF10727	179,64,145
PF10728	193,94,164
PF09407	70,205,114
PF02843	191,61,198
PF02844	131,223,77
PF02652	61,117,189
PF01071	96,199,173
PF02126	200,122,54
PF07905	131,188,50
PF06240	63,211,120
PF00576	184,55,136
PF01014	212,99,99
PF02657	195,163,75
PF08494	106,184,217
PF02237	61,193,175
PF02545	116,184,91
PF07907	149,68,229
PF01896	63,211,191
PF02445	169,224,98
PF05893	101,114,204
PF05048	75,166,196
PF15521	186,88,133
PF15461	50,198,132
PF01036	202,79,88
PF10011	78,184,171
PF17450	81,185,179
PF01204	220,88,188
PF04463	212,79,98
PF14020	215,172,71
PF04326	156,198,86
PF07920	198,115,84
PF11625	96,224,67
PF02272	110,220,187
PF00814	178,70,94
PF00343	62,197,164
PF11897	68,158,199
PF02656	100,228,94
PF14019	195,76,171
PF06042	101,227,61
PF16265	80,54,179
PF03098	187,58,169
PF13607	72,138,194
PF03116	226,167,61
PF08843	179,218,98
PF05133	226,91,86
PF17289	134,103,210
PF03596	129,86,223
PF04228	77,125,218
PF06821	74,96,227
PF00633	201,90,223
PF00909	94,77,188
PF12897	170,182,87
PF03601	160,73,195
PF07582	64,103,179
PF02347	54,115,215
PF02577	169,220,60
PF14106	188,214,65
PF13449	76,126,200
PF11721	200,166,86
PF08719	192,76,191
PF04525	227,95,199
PF07505	218,75,73
PF00146	184,56,88
PF13516	193,91,84
PF13338	77,192,162
PF14230	78,193,167
PF06414	151,189,49
PF11903	53,189,179
PF14657	214,105,129
PF05901	111,191,63
PF16701	188,59,78
PF13400	188,50,92
PF03880	204,85,70
PF02927	217,61,103
PF02245	224,94,125
PF01228	103,207,173
PF02421	82,207,209
PF07664	186,56,114
PF04023	180,183,81
PF13343	176,192,49
PF14404	80,147,225
PF09471	97,208,103
PF05653	225,87,178
PF06089	209,140,63
PF12891	57,221,186
PF13393	106,63,202
PF08570	191,183,51
PF10066	84,183,140
PF14062	87,218,165
PF09509	66,197,64
PF04115	116,100,228
PF01519	57,193,53
PF01927	206,163,85
PF14451	97,114,199
PF00325	151,209,92
PF16347	122,75,207
PF16473	94,49,193
PF01521	179,60,127
PF01699	64,189,136
PF01206	144,82,184
PF11081	219,64,174
PF06050	73,194,147
PF11239	75,191,84
PF12705	78,181,108
PF05731	179,147,56
PF12161	68,127,210
PF13829	102,141,211
PF05167	92,167,216
PF00544	105,215,181
PF01256	187,173,78
PF01226	206,55,143
PF00762	46,104,183
PF14178	188,61,77
PF10782	124,192,78
PF08807	153,201,81
PF02592	93,184,75
PF01268	215,182,81
PF10752	160,227,65
PF08712	138,223,98
PF13482	188,69,64
PF06908	136,100,209
PF03838	93,204,83
PF04445	226,70,226
PF14179	74,90,184
PF10819	68,61,200
PF13769	93,50,199
PF17522	99,208,138
PF06491	78,209,89
PF02074	213,142,93
PF01367	81,184,187
PF00358	125,49,194
PF17370	105,228,137
PF05067	59,189,89
PF17319	81,201,169
PF12116	85,223,221
PF01368	171,76,182
PF06429	176,68,227
PF00543	128,203,86
PF02833	229,92,78
PF00460	123,219,78
PF12841	207,53,76
PF14184	223,58,150
PF12368	224,104,148
PF17368	141,209,55
PF02790	63,179,156
PF03415	73,52,184
PF03626	225,80,63
PF00510	104,211,69
PF08671	160,74,217
PF07553	108,98,209
PF09825	184,84,147
PF08894	189,90,171
PF03253	114,71,180
PF13032	95,210,207
PF11314	176,71,221
PF12787	86,189,229
PF09234	146,196,67
PF09371	200,91,78
PF16921	97,137,220
PF00942	95,155,216
PF13476	57,185,214
PF14130	208,68,60
PF04250	137,81,180
PF13298	66,107,212
PF08335	77,186,66
PF03710	81,188,126
PF02548	103,209,182
PF12072	220,75,213
PF00919	97,207,199
PF14280	93,112,201
PF13910	69,182,116
PF01420	94,156,220
PF13428	192,222,86
PF14136	92,192,57
PF05661	93,145,208
PF10094	180,85,205
PF12222	103,74,209
PF10091	68,217,132
PF07485	215,74,171
PF14023	102,187,82
PF13806	199,54,100
PF14691	180,85,207
PF05107	57,205,192
PF01930	72,214,157
PF09827	187,51,62
PF02680	149,214,106
PF17240	182,144,81
PF01741	197,106,59
PF16192	169,60,203
PF10881	167,78,185
PF14440	77,80,220
PF08013	92,175,186
PF14063	202,197,99
PF01809	189,106,53
PF09836	88,194,190
PF02578	184,50,122
PF05336	93,125,229
PF00310	195,63,68
PF01493	197,218,88
PF04898	119,210,66
PF03479	69,184,118
PF08238	190,55,164
PF16259	167,223,89
PF05935	127,182,88
PF12487	107,218,102
PF07264	209,80,102
PF09723	100,194,213
PF00413	99,152,217
PF13020	201,54,58
PF09382	139,195,55
PF16670	226,69,108
PF06013	69,81,207
PF09360	77,110,188
PF07237	64,225,185
PF09972	77,111,184
PF10418	53,107,214
PF17179	211,61,150
PF16350	77,180,113
PF04024	81,158,180
PF14021	110,57,205
PF03738	193,62,173
PF02945	80,71,204
PF10069	217,106,128
PF00210	104,82,203
PF00842	197,52,74
PF01478	152,80,196
PF10012	70,169,187
PF11738	180,224,82
PF17270	179,67,57
PF03743	172,201,66
PF03428	100,180,77
PF03524	219,189,104
PF03135	185,101,220
PF07506	200,195,67
PF10907	115,186,80
PF04610	85,67,187
PF04335	214,55,192
PF04956	187,95,220
PF11800	126,98,212
PF05101	204,170,99
PF03389	54,83,189
PF06412	177,210,61
PF07820	192,82,141
PF13382	60,152,200
PF04002	114,211,73
PF06568	183,66,110
PF05673	91,105,210
PF01975	55,201,204
PF01134	180,78,98
PF05698	173,55,194
PF09925	213,73,218
PF02699	83,176,198
PF05697	181,113,81
PF14345	169,68,190
PF11273	103,222,197
PF14267	93,214,126
PF14232	214,119,60
PF14231	47,179,160
PF00520	97,74,214
PF05036	173,203,80
PF05742	91,188,156
PF14012	79,156,182
PF15586	208,58,142
PF13244	225,104,219
PF01899	77,64,195
PF04066	98,190,89
PF03334	111,223,196
PF04039	153,222,110
PF16658	188,92,77
PF11338	206,100,190
PF16702	150,108,218
PF14100	215,92,184
PF14433	56,100,224
PF09534	96,200,101
PF13026	146,81,179
PF13230	113,221,102
PF03464	215,63,84
PF12098	185,101,59
PF00162	63,212,81
PF03840	226,130,104
PF02650	80,179,132
PF03668	183,184,73
PF01541	77,220,57
PF01933	163,205,51
PF08459	207,95,75
PF03707	219,71,215
PF10298	87,143,192
PF14527	122,95,228
PF00871	71,79,223
PF13761	179,88,56
PF06964	102,206,156
PF00312	176,72,186
PF08817	187,136,77
PF02667	164,106,226
PF00070	191,110,74
PF15633	179,210,87
PF13190	178,83,68
PF01891	84,193,129
PF08734	88,192,183
PF11288	109,228,184
PF13591	182,177,78
PF14742	116,61,220
PF01443	85,189,196
PF06202	90,197,106
PF01769	55,87,223
PF01234	101,178,208
PF17479	65,152,220
PF13487	122,67,183
PF09996	219,88,87
PF00318	60,213,66
PF12158	189,90,160
PF13795	86,181,190
PF10592	85,224,124
PF06245	149,222,98
PF06781	128,228,87
PF00521	196,204,77
PF17258	63,223,125
PF03989	52,134,190
PF05949	89,221,206
PF12089	107,199,89
PF06736	97,57,194
PF11790	124,89,222
PF14714	178,119,50
PF04079	80,215,127
PF02224	85,78,199
PF04493	194,204,63
PF01345	83,216,100
PF16375	99,181,63
PF14355	83,222,204
PF14452	52,138,200
PF13603	195,72,175
PF14240	188,82,77
PF00828	203,58,220
PF00344	92,194,212
PF00654	90,197,150
PF05991	72,229,139
PF13744	113,218,98
PF13200	190,70,163
PF11964	74,225,107
PF03065	83,132,214
PF09210	202,89,81
PF01182	207,143,63
PF13089	82,191,81
PF02503	119,190,62
PF13090	90,162,200
PF10117	91,223,124
PF02630	86,217,172
PF14081	72,200,164
PF09900	215,81,80
PF00829	211,146,57
PF06250	195,83,220
PF04854	212,58,92
PF06689	218,113,96
PF13088	196,211,74
PF07516	120,183,49
PF02631	212,115,80
PF07517	132,192,80
PF11248	46,135,185
PF00154	191,79,162
PF00035	223,106,84
PF13205	178,197,67
PF10137	172,223,103
PF06877	134,65,184
PF10262	221,146,84
PF13883	183,94,71
PF07819	97,66,186
PF10004	183,61,73
PF13635	119,89,210
PF14424	228,228,113
PF15644	52,147,206
PF01257	162,204,87
PF07313	61,226,163
PF00194	47,185,72
PF00316	138,62,210
PF06078	70,101,203
PF11580	58,71,198
PF09933	137,93,206
PF15887	182,86,196
PF13784	77,46,179
PF07479	80,195,100
PF01210	125,109,219
PF10145	218,104,225
PF14594	219,79,57
PF11523	158,50,185
PF14248	75,187,227
PF07584	211,95,141
PF04188	198,211,76
PF14022	118,52,198
PF06803	59,213,159
PF01865	66,161,229
PF11209	191,182,83
PF13228	85,213,88
PF11814	63,190,135
PF08808	73,184,112
PF11238	69,187,211
PF00023	73,121,210
PF01668	188,55,143
PF13684	63,212,71
PF12028	91,96,228
PF17191	216,134,69
PF13827	181,94,50
PF01649	198,77,61
PF06421	77,210,210
PF14024	107,88,191
PF12228	209,73,117
PF10150	102,220,168
PF12951	142,224,58
PF14072	96,58,198
PF04860	209,100,84
PF16158	142,215,68
PF03702	182,60,66
PF05724	85,213,94
PF04402	88,209,165
PF04014	226,108,170
PF08495	200,71,211
PF10442	218,86,103
PF05121	59,132,206
PF10647	205,89,193
PF16302	196,188,78
PF10712	218,105,155
PF01904	63,151,204
PF06353	149,199,87
PF02163	105,96,203
PF04143	166,79,214
PF12950	132,203,53
PF07669	107,93,196
PF02367	217,114,93
PF03853	201,202,97
PF02645	181,157,53
PF00481	187,78,55
PF04279	98,80,184
PF11292	72,221,88
PF07501	97,103,218
PF03990	126,192,49
PF09663	227,172,111
PF06304	186,187,73
PF02136	65,64,213
PF14832	139,95,204
PF01888	62,227,171
PF02570	90,99,215
PF11760	105,203,69
PF17210	208,64,160
PF06100	215,92,133
PF10855	176,49,181
PF10425	90,195,195
PF11987	180,73,72
PF07878	204,101,85
PF03537	196,135,68
PF04465	209,98,119
PF03883	217,94,174
PF00773	226,110,200
PF12623	184,67,77
PF10127	206,132,102
PF09397	168,186,64
PF13491	214,54,213
PF10821	179,192,79
PF10974	175,184,88
PF01687	57,209,217
PF06574	96,110,204
PF00614	159,209,54
PF04238	186,65,177
PF02591	119,192,51
PF01784	221,59,107
PF09579	224,213,110
PF14011	202,158,91
PF01513	214,129,96
PF16919	167,73,223
PF03354	85,184,96
PF14329	68,180,156
PF10544	65,173,207
PF05675	105,228,177
PF02110	167,92,213
PF03699	169,89,227
PF15580	78,154,227
PF11896	80,191,203
PF13111	146,74,184
PF13073	221,84,154
PF13105	80,78,207
PF08877	183,87,168
PF09752	210,184,69
PF06961	60,216,103
PF14151	104,151,223
PF06196	213,96,143
PF13048	103,101,215
PF00269	108,209,56
PF10368	190,128,81
PF10763	118,211,56
PF12320	182,136,65
PF13030	206,193,96
PF05163	83,139,192
PF09953	69,227,78
PF01832	170,195,97
PF13702	186,63,104
PF01752	185,59,54
PF06486	167,209,97
PF10588	70,129,200
PF12910	206,73,141
PF13803	57,178,218
PF13470	89,183,186
PF09997	189,72,160
PF01132	214,86,57
PF08207	206,113,79
PF09285	64,72,222
PF09129	197,51,174
PF13239	160,218,100
PF10805	183,164,75
PF03288	66,90,179
PF12894	126,57,194
PF04555	102,183,218
PF02553	68,81,221
PF11253	193,94,129
PF02620	206,67,167
PF14622	134,211,63
PF13834	75,226,128
PF02834	65,199,104
PF11203	88,139,217
PF10923	109,195,87
PF08665	74,222,124
PF13250	140,223,110
PF08857	108,227,227
PF07396	188,70,220
PF05137	172,187,68
PF04351	184,80,168
PF04350	167,74,182
PF03988	83,193,136
PF11104	116,209,94
PF00263	59,184,59
PF03958	112,201,90
PF11741	73,137,207
PF12860	56,181,80
PF01713	183,72,146
PF12843	198,141,89
PF00277	88,199,189
PF03797	213,89,168
PF13163	188,58,90
PF04355	211,108,102
PF09912	217,104,219
PF03692	222,135,69
PF06041	210,94,182
PF11071	77,74,204
PF10101	104,196,229
PF16927	88,191,83
PF09650	51,202,205
PF13972	209,92,219
PF04452	106,123,214
PF04945	66,221,159
PF11666	136,192,56
PF02312	190,91,53
PF03733	150,228,104
PF09055	179,179,70
PF11750	209,90,195
PF00102	168,68,192
PF17174	82,153,196
PF05088	200,95,140
PF04444	227,109,177
PF07662	169,225,108
PF01773	127,66,183
PF05154	117,58,203
PF01515	53,147,183
PF07085	85,164,198
PF01095	209,164,62
PF14337	218,85,200
PF10555	88,201,52
PF17387	184,78,51
PF03332	96,76,213
PF07804	52,106,179
PF13657	65,181,177
PF04257	227,86,151
PF17260	98,229,62
PF06626	87,107,184
PF13704	184,117,53
PF06947	71,119,186
PF00800	196,95,205
PF11651	226,82,126
PF12811	224,58,156
PF03306	222,144,96
PF11305	227,99,71
PF01914	183,65,84
PF13794	145,192,73
PF02608	59,187,146
PF14478	202,54,186
PF06103	224,64,213
PF04961	129,100,217
PF14517	68,187,118
PF01059	100,201,163
PF00585	94,84,210
PF11017	74,218,129
PF11700	187,76,115
PF08360	57,214,177
PF14150	218,90,177
PF09180	200,70,78
PF03605	183,176,55
PF14281	223,139,72
PF09115	201,71,121
PF05576	76,187,196
PF03243	199,78,106
PF11296	204,91,104
PF16536	210,94,87
PF16542	224,61,176
PF10710	204,93,140
PF04108	63,195,129
PF11343	73,181,165
PF16697	179,69,141
PF01955	99,185,47
PF09557	86,197,59
PF14066	55,178,73
PF13809	123,81,219
PF01174	204,136,90
PF02075	66,99,183
PF07499	172,84,203
PF01330	204,83,198
PF05496	227,103,204
PF05491	193,73,193
PF06029	98,203,51
PF14078	79,203,151
PF05534	211,104,205
PF12401	226,113,74
PF14032	219,125,75
PF06559	57,73,190
PF13479	96,198,207
PF11301	162,228,92
PF08962	119,210,59
PF14685	77,138,195
PF07143	190,88,139
PF15648	60,106,219
PF14015	51,191,91
PF14373	222,87,109
PF11796	228,225,58
PF09664	77,123,183
PF04760	76,229,91
PF04456	180,50,94
PF09142	93,218,91
PF01509	65,212,107
PF16198	214,83,215
PF08965	218,142,65
PF09037	86,66,182
PF05057	222,95,154
PF10605	212,66,63
PF02464	137,71,217
PF13464	191,73,203
PF13413	76,211,114
PF13619	195,87,207
PF09448	148,216,86
PF17124	66,208,90
PF11867	56,51,205
PF13785	196,97,225
PF14486	87,160,227
PF14397	109,68,207
PF05887	84,208,117
PF12873	64,184,207
PF05122	199,87,158
PF17032	226,90,214
PF01739	193,68,57
PF16316	74,206,228
PF08757	180,65,128
PF12147	96,140,203
PF16127	179,65,93
PF07210	227,193,89
PF00080	180,82,115
PF07452	127,189,52
PF12684	91,198,162
PF13588	59,182,76
PF16491	60,117,184
PF02705	221,85,157
PF00454	109,171,221
PF09118	225,74,149
PF07090	219,96,171
PF01124	60,212,161
PF06169	91,114,200
PF09722	49,172,185
PF06233	189,153,61
PF07996	69,181,135
PF00565	119,223,110
PF03736	85,179,186
PF17227	220,87,113
PF15529	207,184,98
PF02616	108,221,89
PF07538	67,171,185
PF03616	81,67,185
PF02617	180,137,53
PF09438	220,80,180
PF07021	81,187,213
PF16868	216,93,128
PF12077	209,71,196
PF00265	78,207,125
PF06953	94,214,99
PF13435	211,215,101
PF07694	88,218,224
PF09228	88,188,132
PF10502	65,143,195
PF06871	73,77,187
PF12270	172,215,90
PF00314	193,150,59
PF09965	229,124,86
PF08148	63,184,140
PF13234	111,98,213
PF07568	190,180,78
PF12282	227,60,180
PF06718	85,202,170
PF05495	126,74,211
PF01470	213,151,77
PF14082	214,85,196
PF05275	97,212,118
PF14103	162,226,93
PF13501	203,73,138
PF08770	168,189,64
PF04233	190,165,64
PF13175	98,206,213
PF05235	93,208,142
PF01270	81,153,196
PF03091	220,167,58
PF02955	167,185,62
PF10369	93,227,61
PF02381	183,161,79
PF01795	57,116,220
PF13514	224,63,78
PF05973	81,198,58
PF14350	65,139,203
PF02086	99,209,105
PF09376	92,216,119
PF11495	65,181,144
PF14805	200,57,205
PF04977	167,101,221
PF13156	118,178,61
PF09314	151,202,89
PF04657	63,139,178
PF00823	203,141,84
PF13455	133,190,71
PF14801	52,185,126
PF08704	75,219,134
PF01469	197,62,179
PF14487	187,85,193
PF10801	121,65,200
PF17314	229,101,143
PF10676	126,214,106
PF10898	179,61,185
PF12123	198,58,168
PF08863	210,129,59
PF03272	154,181,81
PF11958	124,91,200
PF13275	124,65,187
PF13707	110,221,79
PF02873	88,193,151
PF15567	89,225,84
PF13263	205,76,96
PF16242	192,75,209
PF10651	209,99,78
PF09968	75,168,208
PF10779	176,180,88
PF04688	63,71,183
PF11122	221,153,69
PF01906	61,192,177
PF14239	89,228,62
PF17418	91,153,207
PF14110	195,141,82
PF03803	188,57,198
PF07423	49,78,195
PF04448	98,207,126
PF16708	69,160,218
PF10048	58,205,168
PF00311	124,203,60
PF14693	228,79,104
PF01195	51,192,198
PF01386	79,225,110
PF07849	174,216,95
PF05504	90,84,197
PF10057	60,163,178
PF03323	114,81,229
PF03845	89,176,194
PF17482	64,208,189
PF14065	187,77,177
PF12695	228,60,78
PF09951	195,142,94
PF03496	85,213,132
PF05232	60,155,228
PF13552	125,75,221
PF03748	95,66,216
PF04347	106,225,202
PF02154	110,199,228
PF00813	93,149,209
PF01052	53,194,168
PF01312	75,190,81
PF01313	184,52,91
PF01311	71,190,181
PF17243	87,186,146
PF02985	210,75,153
PF14431	203,124,70
PF00096	59,185,144
PF17414	187,196,65
PF17508	197,161,86
PF13995	191,75,88
